transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,total_price,cost_price,profit
183,2023-01-01,12:33:35,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,1.75,1.5
184,2023-01-01,12:35:53,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,1.54,1.3200000000000003
185,2023-01-01,12:36:57,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,2.625,1.125
186,2023-01-01,12:38:28,2,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,6.0,2.0999999999999996,1.8000000000000007
187,2023-01-01,12:42:26,1,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0,2.0999999999999996,0.9000000000000004
188,2023-01-01,12:44:01,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,2.625,1.125
189,2023-01-01,12:44:31,1,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0,2.0999999999999996,0.9000000000000004
190,2023-01-01,12:44:32,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,1.75,0.75
191,2023-01-01,12:45:52,2,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4.0,1.4,1.2000000000000002
192,2023-01-01,12:46:22,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,1.7849999999999997,0.7650000000000001
193,2023-01-01,12:46:26,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,1.75,0.75
194,2023-01-01,12:46:55,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,2.4499999999999997,1.0500000000000003
195,2023-01-01,12:46:55,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,3.5,2.4499999999999997,1.0500000000000003
196,2023-01-01,12:48:08,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5,2.625,2.25
197,2023-01-01,12:49:48,1,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,2.0999999999999996,0.9000000000000004
198,2023-01-01,12:50:15,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,3.15,1.35
199,2023-01-01,12:50:28,2,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0,2.0999999999999996,1.8000000000000007
200,2023-01-01,12:51:21,1,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0,2.0999999999999996,0.9000000000000004
201,2023-01-01,12:51:57,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,3.3249999999999997,1.4250000000000003
202,2023-01-01,12:51:57,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,2.275,0.9750000000000001
203,2023-01-01,12:52:18,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,1.7849999999999997,0.7650000000000001
204,2023-01-01,12:52:18,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5,2.4499999999999997,1.0500000000000003
205,2023-01-01,12:53:11,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,1.75,1.5
206,2023-01-01,12:53:59,1,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,3.0,2.0999999999999996,0.9000000000000004
207,2023-01-01,12:55:25,1,3,Astoria,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,2.0999999999999996,0.9000000000000004
208,2023-01-01,12:55:27,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,2.17,0.9300000000000002
209,2023-01-01,12:55:27,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5,2.4499999999999997,1.0500000000000003
210,2023-01-01,12:55:36,1,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,2.0999999999999996,0.9000000000000004
211,2023-01-01,12:55:53,2,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,2.0999999999999996,1.8000000000000007
212,2023-01-01,12:56:33,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,3.3249999999999997,1.4250000000000003
213,2023-01-01,12:56:59,1,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0,2.0999999999999996,0.9000000000000004
214,2023-01-01,12:58:54,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0,1.75,1.5
215,2023-01-01,12:59:06,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,2.625,1.125
216,2023-01-01,13:00:38,2,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0,2.0999999999999996,1.8000000000000007
217,2023-01-01,13:01:33,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,1.54,1.3200000000000003
218,2023-01-01,13:02:40,1,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,2.0999999999999996,0.9000000000000004
219,2023-01-01,13:02:40,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,3.15,1.35
220,2023-01-01,13:02:52,1,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,3.0,2.0999999999999996,0.9000000000000004
221,2023-01-01,13:03:13,2,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0,2.0999999999999996,1.8000000000000007
222,2023-01-01,13:04:01,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,1.54,1.3200000000000003
223,2023-01-01,13:04:01,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,3.25,2.275,0.9750000000000001
224,2023-01-01,13:04:22,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0,1.75,1.5
225,2023-01-01,13:04:37,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,1.75,1.5
226,2023-01-01,13:04:51,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0,1.4,0.6000000000000001
227,2023-01-01,13:05:56,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,2.4499999999999997,1.0500000000000003
228,2023-01-01,13:07:37,2,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0,2.0999999999999996,1.8000000000000007
229,2023-01-01,13:09:03,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,2.17,0.9300000000000002
230,2023-01-01,13:12:03,2,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0,2.0999999999999996,1.8000000000000007
231,2023-01-01,13:13:09,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,2.625,1.125
232,2023-01-01,13:17:30,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,1.7849999999999997,0.7650000000000001
233,2023-01-01,13:17:32,2,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,2.8,2.4000000000000004
234,2023-01-01,13:18:34,2,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,6.0,2.0999999999999996,1.8000000000000007
235,2023-01-01,13:19:09,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,2.8,1.2000000000000002
236,2023-01-01,13:19:09,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,3.5,2.4499999999999997,1.0500000000000003
237,2023-01-01,13:19:36,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,1.75,0.75
238,2023-01-01,13:19:56,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,1.54,1.3200000000000003
239,2023-01-01,13:20:51,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,2.17,1.8600000000000003
240,2023-01-01,13:21:23,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5,2.625,2.25
241,2023-01-01,13:22:11,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,1.75,0.75
242,2023-01-01,13:22:45,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,1.75,1.5
243,2023-01-01,13:23:54,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0,2.4499999999999997,2.1000000000000005
244,2023-01-01,13:24:29,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,2.625,2.25
245,2023-01-01,13:30:49,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,1.54,1.3200000000000003
246,2023-01-01,13:32:07,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,1.54,1.3200000000000003
247,2023-01-01,13:32:34,1,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,3.0,2.0999999999999996,0.9000000000000004
248,2023-01-01,13:34:12,2,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4.0,1.4,1.2000000000000002
249,2023-01-01,13:38:09,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,2.4499999999999997,1.0500000000000003
250,2023-01-01,13:38:11,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,2.625,2.25
251,2023-01-01,13:39:41,1,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0,2.0999999999999996,0.9000000000000004
252,2023-01-01,13:40:47,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,1.75,1.5
253,2023-01-01,13:41:09,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0,1.75,1.5
254,2023-01-01,13:42:10,1,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,2.0999999999999996,0.9000000000000004
255,2023-01-01,13:42:49,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,2.625,1.125
256,2023-01-01,13:42:58,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,1.75,0.75
257,2023-01-01,13:42:58,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,2.275,0.9750000000000001
258,2023-01-01,13:43:18,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,1.75,1.5
259,2023-01-01,13:43:18,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2.275,0.9750000000000001
260,2023-01-01,13:43:41,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,1.54,1.3200000000000003
261,2023-01-01,13:44:26,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,2.17,0.9300000000000002
262,2023-01-01,13:47:51,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,2.625,1.125
263,2023-01-01,13:49:03,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0,1.4,1.2000000000000002
264,2023-01-01,13:50:09,1,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0,2.0999999999999996,0.9000000000000004
265,2023-01-01,13:50:47,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,1.75,1.5
266,2023-01-01,13:51:56,2,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0,2.0999999999999996,1.8000000000000007
267,2023-01-01,13:53:04,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5,2.625,2.25
268,2023-01-01,13:53:31,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,2.4499999999999997,1.0500000000000003
269,2023-01-01,13:54:18,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0,1.4,1.2000000000000002
270,2023-01-01,13:55:04,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,1.75,0.75
271,2023-01-01,13:55:50,2,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0,2.0999999999999996,1.8000000000000007
272,2023-01-01,13:56:15,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5.0,1.75,1.5
273,2023-01-01,13:56:24,1,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0,2.0999999999999996,0.9000000000000004
274,2023-01-01,13:57:34,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0,2.4499999999999997,2.1000000000000005
275,2023-01-01,13:57:34,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2.625,1.125
276,2023-01-01,13:58:10,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,1.75,1.5
277,2023-01-01,13:58:11,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,1.715,0.7350000000000001
278,2023-01-01,13:59:58,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,2.9749999999999996,2.5500000000000007
279,2023-01-01,14:03:34,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,1.54,1.3200000000000003
280,2023-01-01,14:03:34,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2.275,0.9750000000000001
281,2023-01-01,14:03:41,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0,2.0999999999999996,0.9000000000000004
282,2023-01-01,14:07:12,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,2.9749999999999996,2.5500000000000007
283,2023-01-01,14:07:56,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,1.75,0.75
284,2023-01-01,14:08:03,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0,2.0999999999999996,0.9000000000000004
285,2023-01-01,14:08:03,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2.625,1.125
286,2023-01-01,14:11:14,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,2.625,2.25
287,2023-01-01,14:13:28,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,2.17,1.8600000000000003
288,2023-01-01,14:19:57,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5.0,1.75,1.5
289,2023-01-01,14:20:06,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,2.17,1.8600000000000003
290,2023-01-01,14:20:08,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0,1.75,1.5
291,2023-01-01,14:22:01,2,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,6.0,2.0999999999999996,1.8000000000000007
292,2023-01-01,14:22:38,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,2.9749999999999996,2.5500000000000007
293,2023-01-01,14:23:28,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,2.8,1.2000000000000002
294,2023-01-01,14:23:28,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,2.625,1.125
295,2023-01-01,14:24:55,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,2.9749999999999996,2.5500000000000007
296,2023-01-01,14:24:55,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,2.625,1.125
297,2023-01-01,14:25:32,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0,2.4499999999999997,2.1000000000000005
298,2023-01-01,14:25:39,2,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0,2.0999999999999996,1.8000000000000007
299,2023-01-01,14:26:36,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,3.3249999999999997,1.4250000000000003
300,2023-01-01,14:29:05,2,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0,2.0999999999999996,1.8000000000000007
301,2023-01-01,14:29:50,2,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,6.0,2.0999999999999996,1.8000000000000007
302,2023-01-01,14:29:50,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,3.15,1.35
303,2023-01-01,14:30:51,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,1.75,0.75
304,2023-01-01,14:30:58,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,2.17,0.9300000000000002
305,2023-01-01,14:31:26,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,1.75,0.75
306,2023-01-01,14:32:20,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0,2.0999999999999996,1.8000000000000007
307,2023-01-01,14:32:42,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,2.9749999999999996,2.5500000000000007
308,2023-01-01,14:32:54,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,2.9749999999999996,2.5500000000000007
309,2023-01-01,14:35:47,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,2.8,1.2000000000000002
310,2023-01-01,14:36:23,2,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0,2.0999999999999996,1.8000000000000007
311,2023-01-01,14:36:35,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,2.17,0.9300000000000002
312,2023-01-01,14:37:48,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,1.75,0.75
313,2023-01-01,14:39:06,1,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,3.0,2.0999999999999996,0.9000000000000004
314,2023-01-01,14:39:48,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,1.715,1.4700000000000002
315,2023-01-01,14:42:39,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,3.3249999999999997,2.8500000000000005
316,2023-01-01,14:43:13,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0,1.75,1.5
317,2023-01-01,14:45:31,1,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0,2.0999999999999996,0.9000000000000004
318,2023-01-01,14:46:09,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,1.75,0.75
319,2023-01-01,14:47:29,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0,2.0999999999999996,0.9000000000000004
320,2023-01-01,14:47:29,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,3.5,2.4499999999999997,1.0500000000000003
321,2023-01-01,14:49:49,2,8,Hell's Kitchen,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0,2.0999999999999996,1.8000000000000007
322,2023-01-01,14:51:19,2,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0,2.0999999999999996,1.8000000000000007
323,2023-01-01,14:55:34,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,1.715,1.4700000000000002
324,2023-01-01,14:58:07,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0,2.0999999999999996,1.8000000000000007
325,2023-01-01,14:58:35,1,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,2.0999999999999996,0.9000000000000004
326,2023-01-01,15:02:04,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,2.9749999999999996,2.5500000000000007
327,2023-01-01,15:02:28,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,3.75,2.625,1.125
328,2023-01-01,15:06:27,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,1.54,1.3200000000000003
329,2023-01-01,15:08:28,2,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0,2.0999999999999996,1.8000000000000007
330,2023-01-01,15:09:37,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0,1.4,0.6000000000000001
331,2023-01-01,15:09:54,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,3.3249999999999997,1.4250000000000003
332,2023-01-01,15:10:10,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,2.625,1.125
333,2023-01-01,15:10:10,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5,2.4499999999999997,1.0500000000000003
334,2023-01-01,15:12:22,1,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0,2.0999999999999996,0.9000000000000004
335,2023-01-01,15:12:54,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0,1.75,1.5
336,2023-01-01,15:14:19,2,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,2.0999999999999996,1.8000000000000007
337,2023-01-01,15:16:37,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,7.5,2.625,2.25
338,2023-01-01,15:18:56,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,3.3249999999999997,1.4250000000000003
339,2023-01-01,15:19:34,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,1.75,0.75
340,2023-01-01,15:21:05,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0,2.0999999999999996,1.8000000000000007
341,2023-01-01,15:22:11,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,2.9749999999999996,2.5500000000000007
342,2023-01-01,15:24:01,1,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,3.0,2.0999999999999996,0.9000000000000004
343,2023-01-01,15:25:09,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0,1.75,1.5
344,2023-01-01,15:27:11,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0,2.4499999999999997,2.1000000000000005
345,2023-01-01,15:28:29,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,2.4499999999999997,1.0500000000000003
346,2023-01-01,15:28:54,1,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,2.0999999999999996,0.9000000000000004
347,2023-01-01,15:29:24,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,2.17,0.9300000000000002
348,2023-01-01,15:29:24,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2.275,0.9750000000000001
349,2023-01-01,15:30:16,1,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,2.0999999999999996,0.9000000000000004
350,2023-01-01,15:30:27,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,1.54,1.3200000000000003
351,2023-01-01,15:30:58,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,1.715,0.7350000000000001
352,2023-01-01,15:30:58,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,1.75,1.5
353,2023-01-01,15:33:36,2,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4.0,1.4,1.2000000000000002
354,2023-01-01,15:33:36,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2.4499999999999997,1.0500000000000003
355,2023-01-01,15:34:10,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,2.9749999999999996,2.5500000000000007
356,2023-01-01,15:34:10,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,2.4499999999999997,1.0500000000000003
357,2023-01-01,15:36:59,2,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,6.0,2.0999999999999996,1.8000000000000007
358,2023-01-01,15:39:44,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,1.75,0.75
359,2023-01-01,15:42:20,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,2.625,1.125
360,2023-01-01,15:45:16,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,1.75,1.5
361,2023-01-01,15:46:34,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,2.625,2.25
362,2023-01-01,15:51:15,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,2.17,1.8600000000000003
363,2023-01-01,15:52:23,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,2.9749999999999996,2.5500000000000007
364,2023-01-01,15:52:23,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2.275,0.9750000000000001
